time[s]	u[ft/s]	v[ft/s]	w[ft/s]	p[rad/s]	q[rad/s]	r[rad/s]	xf[ft]	yf[ft]	zf[ft]	e0	ex	ey	ez
4.8300000000E+00	2.6163107277E-01	0.0000000000E+00	2.9271410597E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2683385322E+01	0.0000000000E+00	-8.2018758136E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.8400000000E+00	2.5877141429E-01	0.0000000000E+00	2.9271447046E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2685987308E+01	0.0000000000E+00	-8.1726043845E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.8500000000E+00	2.5594298810E-01	0.0000000000E+00	2.9271480364E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2688560854E+01	0.0000000000E+00	-8.1433329205E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.8600000000E+00	2.5314545361E-01	0.0000000000E+00	2.9271510612E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2691106271E+01	0.0000000000E+00	-8.1140614248E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.8700000000E+00	2.5037847389E-01	0.0000000000E+00	2.9271537849E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2693623865E+01	0.0000000000E+00	-8.0847899003E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.8800000000E+00	2.4764171569E-01	0.0000000000E+00	2.9271562135E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2696113941E+01	0.0000000000E+00	-8.0555183501E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.8900000000E+00	2.4493484940E-01	0.0000000000E+00	2.9271583526E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2698576799E+01	0.0000000000E+00	-8.0262467770E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9000000000E+00	2.4225754896E-01	0.0000000000E+00	2.9271602079E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2701012736E+01	0.0000000000E+00	-7.9969751840E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9100000000E+00	2.3960949188E-01	0.0000000000E+00	2.9271617849E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2703422047E+01	0.0000000000E+00	-7.9677035738E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9200000000E+00	2.3699035917E-01	0.0000000000E+00	2.9271630891E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2705805023E+01	0.0000000000E+00	-7.9384319492E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9300000000E+00	2.3439983530E-01	0.0000000000E+00	2.9271641256E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2708161950E+01	0.0000000000E+00	-7.9091603129E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9400000000E+00	2.3183760820E-01	0.0000000000E+00	2.9271648998E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2710493114E+01	0.0000000000E+00	-7.8798886675E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9500000000E+00	2.2930336916E-01	0.0000000000E+00	2.9271654168E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2712798795E+01	0.0000000000E+00	-7.8506170158E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9600000000E+00	2.2679681285E-01	0.0000000000E+00	2.9271656815E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2715079273E+01	0.0000000000E+00	-7.8213453601E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9700000000E+00	2.2431763725E-01	0.0000000000E+00	2.9271656988E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2717334823E+01	0.0000000000E+00	-7.7920737029E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9800000000E+00	2.2186554364E-01	0.0000000000E+00	2.9271654737E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2719565716E+01	0.0000000000E+00	-7.7628020469E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
4.9900000000E+00	2.1944023653E-01	0.0000000000E+00	2.9271650108E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2721772223E+01	0.0000000000E+00	-7.7335303943E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0000000000E+00	2.1704142367E-01	0.0000000000E+00	2.9271643147E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2723954609E+01	0.0000000000E+00	-7.7042587474E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0100000000E+00	2.1466881596E-01	0.0000000000E+00	2.9271633901E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2726113139E+01	0.0000000000E+00	-7.6749871087E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0200000000E+00	2.1232212747E-01	0.0000000000E+00	2.9271622413E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2728248072E+01	0.0000000000E+00	-7.6457154804E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0300000000E+00	2.1000107539E-01	0.0000000000E+00	2.9271608727E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2730359667E+01	0.0000000000E+00	-7.6164438646E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0400000000E+00	2.0770537995E-01	0.0000000000E+00	2.9271592887E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2732448178E+01	0.0000000000E+00	-7.5871722637E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0500000000E+00	2.0543476447E-01	0.0000000000E+00	2.9271574933E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2734513858E+01	0.0000000000E+00	-7.5579006796E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0600000000E+00	2.0318895525E-01	0.0000000000E+00	2.9271554909E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2736556956E+01	0.0000000000E+00	-7.5286291145E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0700000000E+00	2.0096768158E-01	0.0000000000E+00	2.9271532853E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2738577719E+01	0.0000000000E+00	-7.4993575704E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0800000000E+00	1.9877067570E-01	0.0000000000E+00	2.9271508806E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2740576391E+01	0.0000000000E+00	-7.4700860494E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.0900000000E+00	1.9659767276E-01	0.0000000000E+00	2.9271482806E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2742553213E+01	0.0000000000E+00	-7.4408145535E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1000000000E+00	1.9444841080E-01	0.0000000000E+00	2.9271454892E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2744508423E+01	0.0000000000E+00	-7.4115430845E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1100000000E+00	1.9232263072E-01	0.0000000000E+00	2.9271425101E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2746442259E+01	0.0000000000E+00	-7.3822716443E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1200000000E+00	1.9022007621E-01	0.0000000000E+00	2.9271393470E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2748354953E+01	0.0000000000E+00	-7.3530002349E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1300000000E+00	1.8814049380E-01	0.0000000000E+00	2.9271360034E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2750246737E+01	0.0000000000E+00	-7.3237288580E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1400000000E+00	1.8608363273E-01	0.0000000000E+00	2.9271324830E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2752117839E+01	0.0000000000E+00	-7.2944575154E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1500000000E+00	1.8404924500E-01	0.0000000000E+00	2.9271287891E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2753968485E+01	0.0000000000E+00	-7.2651862089E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1600000000E+00	1.8203708532E-01	0.0000000000E+00	2.9271249252E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2755798898E+01	0.0000000000E+00	-7.2359149402E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1700000000E+00	1.8004691104E-01	0.0000000000E+00	2.9271208946E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2757609300E+01	0.0000000000E+00	-7.2066437109E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1800000000E+00	1.7807848218E-01	0.0000000000E+00	2.9271167005E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2759399909E+01	0.0000000000E+00	-7.1773725228E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.1900000000E+00	1.7613156137E-01	0.0000000000E+00	2.9271123461E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2761170941E+01	0.0000000000E+00	-7.1481013775E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2000000000E+00	1.7420591381E-01	0.0000000000E+00	2.9271078347E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2762922611E+01	0.0000000000E+00	-7.1188302764E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2100000000E+00	1.7230130728E-01	0.0000000000E+00	2.9271031692E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2764655129E+01	0.0000000000E+00	-7.0895592213E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2200000000E+00	1.7041751208E-01	0.0000000000E+00	2.9270983527E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2766368706E+01	0.0000000000E+00	-7.0602882136E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2300000000E+00	1.6855430102E-01	0.0000000000E+00	2.9270933881E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2768063548E+01	0.0000000000E+00	-7.0310172547E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2400000000E+00	1.6671144936E-01	0.0000000000E+00	2.9270882784E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2769739860E+01	0.0000000000E+00	-7.0017463463E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2500000000E+00	1.6488873485E-01	0.0000000000E+00	2.9270830263E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2771397844E+01	0.0000000000E+00	-6.9724754896E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2600000000E+00	1.6308593762E-01	0.0000000000E+00	2.9270776347E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2773037701E+01	0.0000000000E+00	-6.9432046862E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2700000000E+00	1.6130284024E-01	0.0000000000E+00	2.9270721064E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2774659629E+01	0.0000000000E+00	-6.9139339374E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2800000000E+00	1.5953922760E-01	0.0000000000E+00	2.9270664439E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2776263823E+01	0.0000000000E+00	-6.8846632445E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.2900000000E+00	1.5779488699E-01	0.0000000000E+00	2.9270606500E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2777850478E+01	0.0000000000E+00	-6.8553926090E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3000000000E+00	1.5606960796E-01	0.0000000000E+00	2.9270547271E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2779419784E+01	0.0000000000E+00	-6.8261220320E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3100000000E+00	1.5436318241E-01	0.0000000000E+00	2.9270486779E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2780971933E+01	0.0000000000E+00	-6.7968515148E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3200000000E+00	1.5267540447E-01	0.0000000000E+00	2.9270425049E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2782507110E+01	0.0000000000E+00	-6.7675810588E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3300000000E+00	1.5100607052E-01	0.0000000000E+00	2.9270362103E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2784025502E+01	0.0000000000E+00	-6.7383106651E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3400000000E+00	1.4935497918E-01	0.0000000000E+00	2.9270297967E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2785527292E+01	0.0000000000E+00	-6.7090403350E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3500000000E+00	1.4772193125E-01	0.0000000000E+00	2.9270232664E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2787012662E+01	0.0000000000E+00	-6.6797700696E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3600000000E+00	1.4610672969E-01	0.0000000000E+00	2.9270166217E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2788481790E+01	0.0000000000E+00	-6.6504998701E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3700000000E+00	1.4450917964E-01	0.0000000000E+00	2.9270098647E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2789934855E+01	0.0000000000E+00	-6.6212297375E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3800000000E+00	1.4292908834E-01	0.0000000000E+00	2.9270029978E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2791372032E+01	0.0000000000E+00	-6.5919596731E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.3900000000E+00	1.4136626513E-01	0.0000000000E+00	2.9269960231E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2792793495E+01	0.0000000000E+00	-6.5626896779E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4000000000E+00	1.3982052145E-01	0.0000000000E+00	2.9269889426E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2794199414E+01	0.0000000000E+00	-6.5334197530E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4100000000E+00	1.3829167078E-01	0.0000000000E+00	2.9269817586E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2795589961E+01	0.0000000000E+00	-6.5041498994E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4200000000E+00	1.3677952864E-01	0.0000000000E+00	2.9269744729E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2796965304E+01	0.0000000000E+00	-6.4748801182E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4300000000E+00	1.3528391256E-01	0.0000000000E+00	2.9269670877E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2798325607E+01	0.0000000000E+00	-6.4456104103E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4400000000E+00	1.3380464205E-01	0.0000000000E+00	2.9269596049E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2799671036E+01	0.0000000000E+00	-6.4163407768E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4500000000E+00	1.3234153860E-01	0.0000000000E+00	2.9269520264E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2801001754E+01	0.0000000000E+00	-6.3870712185E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4600000000E+00	1.3089442566E-01	0.0000000000E+00	2.9269443540E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2802317920E+01	0.0000000000E+00	-6.3578017366E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4700000000E+00	1.2946312858E-01	0.0000000000E+00	2.9269365897E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2803619695E+01	0.0000000000E+00	-6.3285323318E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4800000000E+00	1.2804747463E-01	0.0000000000E+00	2.9269287352E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2804907235E+01	0.0000000000E+00	-6.2992630051E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.4900000000E+00	1.2664729295E-01	0.0000000000E+00	2.9269207924E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2806180696E+01	0.0000000000E+00	-6.2699937573E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5000000000E+00	1.2526241457E-01	0.0000000000E+00	2.9269127629E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2807440232E+01	0.0000000000E+00	-6.2407245895E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5100000000E+00	1.2389267233E-01	0.0000000000E+00	2.9269046484E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2808685995E+01	0.0000000000E+00	-6.2114555024E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5200000000E+00	1.2253790092E-01	0.0000000000E+00	2.9268964508E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2809918135E+01	0.0000000000E+00	-6.1821864968E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5300000000E+00	1.2119793683E-01	0.0000000000E+00	2.9268881715E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2811136802E+01	0.0000000000E+00	-6.1529175736E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5400000000E+00	1.1987261831E-01	0.0000000000E+00	2.9268798122E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2812342143E+01	0.0000000000E+00	-6.1236487336E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5500000000E+00	1.1856178541E-01	0.0000000000E+00	2.9268713744E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2813534303E+01	0.0000000000E+00	-6.0943799776E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5600000000E+00	1.1726527990E-01	0.0000000000E+00	2.9268628598E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2814713426E+01	0.0000000000E+00	-6.0651113064E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5700000000E+00	1.1598294528E-01	0.0000000000E+00	2.9268542698E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2815879656E+01	0.0000000000E+00	-6.0358427207E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5800000000E+00	1.1471462676E-01	0.0000000000E+00	2.9268456060E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2817033132E+01	0.0000000000E+00	-6.0065742213E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.5900000000E+00	1.1346017125E-01	0.0000000000E+00	2.9268368697E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2818173994E+01	0.0000000000E+00	-5.9773058088E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6000000000E+00	1.1221942731E-01	0.0000000000E+00	2.9268280625E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2819302381E+01	0.0000000000E+00	-5.9480374841E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6100000000E+00	1.1099224518E-01	0.0000000000E+00	2.9268191856E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2820418428E+01	0.0000000000E+00	-5.9187692478E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6200000000E+00	1.0977847669E-01	0.0000000000E+00	2.9268102405E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2821522271E+01	0.0000000000E+00	-5.8895011006E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6300000000E+00	1.0857797534E-01	0.0000000000E+00	2.9268012286E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2822614042E+01	0.0000000000E+00	-5.8602330432E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6400000000E+00	1.0739059618E-01	0.0000000000E+00	2.9267921512E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2823693874E+01	0.0000000000E+00	-5.8309650763E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6500000000E+00	1.0621619588E-01	0.0000000000E+00	2.9267830094E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2824761897E+01	0.0000000000E+00	-5.8016972004E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6600000000E+00	1.0505463266E-01	0.0000000000E+00	2.9267738047E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2825818241E+01	0.0000000000E+00	-5.7724294163E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6700000000E+00	1.0390576627E-01	0.0000000000E+00	2.9267645383E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2826863032E+01	0.0000000000E+00	-5.7431617245E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6800000000E+00	1.0276945802E-01	0.0000000000E+00	2.9267552114E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2827896398E+01	0.0000000000E+00	-5.7138941257E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.6900000000E+00	1.0164557072E-01	0.0000000000E+00	2.9267458251E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2828918463E+01	0.0000000000E+00	-5.6846266205E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7000000000E+00	1.0053396866E-01	0.0000000000E+00	2.9267363807E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2829929350E+01	0.0000000000E+00	-5.6553592094E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7100000000E+00	9.9434517653E-02	0.0000000000E+00	2.9267268794E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2830929183E+01	0.0000000000E+00	-5.6260918931E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7200000000E+00	9.8347084935E-02	0.0000000000E+00	2.9267173221E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2831918081E+01	0.0000000000E+00	-5.5968246720E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7300000000E+00	9.7271539213E-02	0.0000000000E+00	2.9267077101E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2832896164E+01	0.0000000000E+00	-5.5675575468E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7400000000E+00	9.6207750620E-02	0.0000000000E+00	2.9266980444E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2833863551E+01	0.0000000000E+00	-5.5382905180E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7500000000E+00	9.5155590711E-02	0.0000000000E+00	2.9266883262E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2834820358E+01	0.0000000000E+00	-5.5090235861E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7600000000E+00	9.4114932438E-02	0.0000000000E+00	2.9266785563E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2835766701E+01	0.0000000000E+00	-5.4797567516E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7700000000E+00	9.3085650144E-02	0.0000000000E+00	2.9266687359E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2836702694E+01	0.0000000000E+00	-5.4504900151E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7800000000E+00	9.2067619541E-02	0.0000000000E+00	2.9266588660E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2837628451E+01	0.0000000000E+00	-5.4212233771E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.7900000000E+00	9.1060717699E-02	0.0000000000E+00	2.9266489475E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2838544084E+01	0.0000000000E+00	-5.3919568380E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
5.8000000000E+00	9.0064823028E-02	0.0000000000E+00	2.9266389814E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.2839449702E+01	0.0000000000E+00	-5.3626903983E+01	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
