time[s]	u[ft/s]	v[ft/s]	w[ft/s]	p[rad/s]	q[rad/s]	r[rad/s]	xf[ft]	yf[ft]	zf[ft]	e0	ex	ey	ez
2.3500000000E+00	3.9350068705E+00	0.0000000000E+00	2.8331452038E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9307431282E+01	0.0000000000E+00	-1.5415426252E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.3600000000E+00	3.8930072934E+00	0.0000000000E+00	2.8349077015E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9346570992E+01	0.0000000000E+00	-1.5387085961E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.3700000000E+00	3.8514396425E+00	0.0000000000E+00	2.8366394155E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9385292868E+01	0.0000000000E+00	-1.5358728200E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.3800000000E+00	3.8102998994E+00	0.0000000000E+00	2.8383408396E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9423601211E+01	0.0000000000E+00	-1.5330353274E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.3900000000E+00	3.7695840727E+00	0.0000000000E+00	2.8400124609E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9461500279E+01	0.0000000000E+00	-1.5301961483E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4000000000E+00	3.7292881980E+00	0.0000000000E+00	2.8416547598E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9498994292E+01	0.0000000000E+00	-1.5273553122E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4100000000E+00	3.6894083377E+00	0.0000000000E+00	2.8432682101E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9536087430E+01	0.0000000000E+00	-1.5245128484E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4200000000E+00	3.6499405812E+00	0.0000000000E+00	2.8448532789E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9572783832E+01	0.0000000000E+00	-1.5216687853E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4300000000E+00	3.6108810453E+00	0.0000000000E+00	2.8464104269E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9609087602E+01	0.0000000000E+00	-1.5188231511E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4400000000E+00	3.5722258736E+00	0.0000000000E+00	2.8479401085E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9645002801E+01	0.0000000000E+00	-1.5159759736E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4500000000E+00	3.5339712370E+00	0.0000000000E+00	2.8494427715E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9680533455E+01	0.0000000000E+00	-1.5131272799E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4600000000E+00	3.4961133338E+00	0.0000000000E+00	2.8509188574E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9715683548E+01	0.0000000000E+00	-1.5102770969E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4700000000E+00	3.4586483892E+00	0.0000000000E+00	2.8523688015E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9750457031E+01	0.0000000000E+00	-1.5074254509E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4800000000E+00	3.4215726560E+00	0.0000000000E+00	2.8537930329E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9784857814E+01	0.0000000000E+00	-1.5045723679E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.4900000000E+00	3.3848824141E+00	0.0000000000E+00	2.8551919745E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9818889769E+01	0.0000000000E+00	-1.5017178733E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5000000000E+00	3.3485739707E+00	0.0000000000E+00	2.8565660431E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9852556734E+01	0.0000000000E+00	-1.4988619922E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5100000000E+00	3.3126436603E+00	0.0000000000E+00	2.8579156495E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9885862509E+01	0.0000000000E+00	-1.4960047493E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5200000000E+00	3.2770878449E+00	0.0000000000E+00	2.8592411985E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9918810856E+01	0.0000000000E+00	-1.4931461689E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5300000000E+00	3.2419029134E+00	0.0000000000E+00	2.8605430891E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9951405502E+01	0.0000000000E+00	-1.4902862748E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5400000000E+00	3.2070852824E+00	0.0000000000E+00	2.8618217143E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	3.9983650139E+01	0.0000000000E+00	-1.4874250905E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5500000000E+00	3.1726313955E+00	0.0000000000E+00	2.8630774614E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0015548420E+01	0.0000000000E+00	-1.4845626390E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5600000000E+00	3.1385377237E+00	0.0000000000E+00	2.8643107119E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0047103967E+01	0.0000000000E+00	-1.4816989431E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5700000000E+00	3.1048007651E+00	0.0000000000E+00	2.8655218417E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0078320364E+01	0.0000000000E+00	-1.4788340250E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5800000000E+00	3.0714170451E+00	0.0000000000E+00	2.8667112212E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0109201160E+01	0.0000000000E+00	-1.4759679066E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.5900000000E+00	3.0383831161E+00	0.0000000000E+00	2.8678792152E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0139749871E+01	0.0000000000E+00	-1.4731006097E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6000000000E+00	3.0056955577E+00	0.0000000000E+00	2.8690261828E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0169969977E+01	0.0000000000E+00	-1.4702321552E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6100000000E+00	2.9733509767E+00	0.0000000000E+00	2.8701524781E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0199864925E+01	0.0000000000E+00	-1.4673625642E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6200000000E+00	2.9413460066E+00	0.0000000000E+00	2.8712584494E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0229438128E+01	0.0000000000E+00	-1.4644918570E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6300000000E+00	2.9096773082E+00	0.0000000000E+00	2.8723444402E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0258692966E+01	0.0000000000E+00	-1.4616200539E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6400000000E+00	2.8783415690E+00	0.0000000000E+00	2.8734107883E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0287632784E+01	0.0000000000E+00	-1.4587471747E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6500000000E+00	2.8473355033E+00	0.0000000000E+00	2.8744578266E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0316260896E+01	0.0000000000E+00	-1.4558732388E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6600000000E+00	2.8166558524E+00	0.0000000000E+00	2.8754858830E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0344580583E+01	0.0000000000E+00	-1.4529982654E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6700000000E+00	2.7862993839E+00	0.0000000000E+00	2.8764952801E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0372595091E+01	0.0000000000E+00	-1.4501222733E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6800000000E+00	2.7562628925E+00	0.0000000000E+00	2.8774863356E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0400307637E+01	0.0000000000E+00	-1.4472452809E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.6900000000E+00	2.7265431991E+00	0.0000000000E+00	2.8784593623E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0427721405E+01	0.0000000000E+00	-1.4443673066E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7000000000E+00	2.6971371512E+00	0.0000000000E+00	2.8794146683E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0454839546E+01	0.0000000000E+00	-1.4414883681E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7100000000E+00	2.6680416226E+00	0.0000000000E+00	2.8803525567E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0481665183E+01	0.0000000000E+00	-1.4386084831E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7200000000E+00	2.6392535134E+00	0.0000000000E+00	2.8812733259E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0508201403E+01	0.0000000000E+00	-1.4357276687E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7300000000E+00	2.6107697499E+00	0.0000000000E+00	2.8821772696E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0534451267E+01	0.0000000000E+00	-1.4328459420E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7400000000E+00	2.5825872846E+00	0.0000000000E+00	2.8830646771E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0560417803E+01	0.0000000000E+00	-1.4299633197E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7500000000E+00	2.5547030959E+00	0.0000000000E+00	2.8839358329E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0586104007E+01	0.0000000000E+00	-1.4270798181E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7600000000E+00	2.5271141880E+00	0.0000000000E+00	2.8847910170E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0611512849E+01	0.0000000000E+00	-1.4241954533E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7700000000E+00	2.4998175909E+00	0.0000000000E+00	2.8856305052E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0636647265E+01	0.0000000000E+00	-1.4213102413E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7800000000E+00	2.4728103606E+00	0.0000000000E+00	2.8864545687E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0661510165E+01	0.0000000000E+00	-1.4184241975E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.7900000000E+00	2.4460895782E+00	0.0000000000E+00	2.8872634744E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0686104427E+01	0.0000000000E+00	-1.4155373372E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8000000000E+00	2.4196523506E+00	0.0000000000E+00	2.8880574850E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0710432902E+01	0.0000000000E+00	-1.4126496755E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8100000000E+00	2.3934958098E+00	0.0000000000E+00	2.8888368591E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0734498410E+01	0.0000000000E+00	-1.4097612271E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8200000000E+00	2.3676171131E+00	0.0000000000E+00	2.8896018509E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0758303744E+01	0.0000000000E+00	-1.4068720066E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8300000000E+00	2.3420134431E+00	0.0000000000E+00	2.8903527107E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0781851669E+01	0.0000000000E+00	-1.4039820281E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8400000000E+00	2.3166820071E+00	0.0000000000E+00	2.8910896847E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0805144921E+01	0.0000000000E+00	-1.4010913058E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8500000000E+00	2.2916200373E+00	0.0000000000E+00	2.8918130151E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0828186207E+01	0.0000000000E+00	-1.3981998533E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8600000000E+00	2.2668247906E+00	0.0000000000E+00	2.8925229402E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0850978210E+01	0.0000000000E+00	-1.3953076842E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8700000000E+00	2.2422935488E+00	0.0000000000E+00	2.8932196943E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0873523583E+01	0.0000000000E+00	-1.3924148118E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8800000000E+00	2.2180236176E+00	0.0000000000E+00	2.8939035082E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0895824952E+01	0.0000000000E+00	-1.3895212491E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.8900000000E+00	2.1940123276E+00	0.0000000000E+00	2.8945746086E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0917884918E+01	0.0000000000E+00	-1.3866270090E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9000000000E+00	2.1702570332E+00	0.0000000000E+00	2.8952332187E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0939706052E+01	0.0000000000E+00	-1.3837321041E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9100000000E+00	2.1467551131E+00	0.0000000000E+00	2.8958795580E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0961290903E+01	0.0000000000E+00	-1.3808365467E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9200000000E+00	2.1235039696E+00	0.0000000000E+00	2.8965138422E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.0982641991E+01	0.0000000000E+00	-1.3779403490E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9300000000E+00	2.1005010292E+00	0.0000000000E+00	2.8971362838E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1003761810E+01	0.0000000000E+00	-1.3750435229E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9400000000E+00	2.0777437416E+00	0.0000000000E+00	2.8977470915E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1024652830E+01	0.0000000000E+00	-1.3721460803E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9500000000E+00	2.0552295805E+00	0.0000000000E+00	2.8983464707E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1045317495E+01	0.0000000000E+00	-1.3692480326E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9600000000E+00	2.0329560424E+00	0.0000000000E+00	2.8989346233E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1065758224E+01	0.0000000000E+00	-1.3663493911E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9700000000E+00	2.0109206474E+00	0.0000000000E+00	2.8995117479E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1085977410E+01	0.0000000000E+00	-1.3634501670E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9800000000E+00	1.9891209386E+00	0.0000000000E+00	2.9000780399E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1105977422E+01	0.0000000000E+00	-1.3605503712E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
2.9900000000E+00	1.9675544818E+00	0.0000000000E+00	2.9006336912E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1125760606E+01	0.0000000000E+00	-1.3576500145E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0000000000E+00	1.9462188658E+00	0.0000000000E+00	2.9011788908E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1145329281E+01	0.0000000000E+00	-1.3547491073E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0100000000E+00	1.9251117020E+00	0.0000000000E+00	2.9017138242E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1164685745E+01	0.0000000000E+00	-1.3518476601E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0200000000E+00	1.9042306241E+00	0.0000000000E+00	2.9022386741E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1183832269E+01	0.0000000000E+00	-1.3489456830E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0300000000E+00	1.8835732883E+00	0.0000000000E+00	2.9027536200E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1202771103E+01	0.0000000000E+00	-1.3460431861E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0400000000E+00	1.8631373728E+00	0.0000000000E+00	2.9032588383E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1221504473E+01	0.0000000000E+00	-1.3431401790E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0500000000E+00	1.8429205780E+00	0.0000000000E+00	2.9037545025E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1240034581E+01	0.0000000000E+00	-1.3402366716E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0600000000E+00	1.8229206260E+00	0.0000000000E+00	2.9042407833E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1258363607E+01	0.0000000000E+00	-1.3373326731E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0700000000E+00	1.8031352607E+00	0.0000000000E+00	2.9047178483E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1276493709E+01	0.0000000000E+00	-1.3344281931E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0800000000E+00	1.7835622477E+00	0.0000000000E+00	2.9051858624E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1294427020E+01	0.0000000000E+00	-1.3315232405E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.0900000000E+00	1.7641993736E+00	0.0000000000E+00	2.9056449877E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1312165654E+01	0.0000000000E+00	-1.3286178243E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1000000000E+00	1.7450444466E+00	0.0000000000E+00	2.9060953834E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1329711701E+01	0.0000000000E+00	-1.3257119534E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1100000000E+00	1.7260952960E+00	0.0000000000E+00	2.9065372062E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1347067229E+01	0.0000000000E+00	-1.3228056364E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1200000000E+00	1.7073497718E+00	0.0000000000E+00	2.9069706100E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1364234285E+01	0.0000000000E+00	-1.3198988818E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1300000000E+00	1.6888057450E+00	0.0000000000E+00	2.9073957460E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1381214896E+01	0.0000000000E+00	-1.3169916979E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1400000000E+00	1.6704611071E+00	0.0000000000E+00	2.9078127631E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1398011065E+01	0.0000000000E+00	-1.3140840930E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1500000000E+00	1.6523137701E+00	0.0000000000E+00	2.9082218073E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1414624776E+01	0.0000000000E+00	-1.3111760751E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1600000000E+00	1.6343616664E+00	0.0000000000E+00	2.9086230224E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1431057991E+01	0.0000000000E+00	-1.3082676520E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1700000000E+00	1.6166027486E+00	0.0000000000E+00	2.9090165495E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1447312653E+01	0.0000000000E+00	-1.3053588316E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1800000000E+00	1.5990349891E+00	0.0000000000E+00	2.9094025274E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1463390683E+01	0.0000000000E+00	-1.3024496214E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.1900000000E+00	1.5816563804E+00	0.0000000000E+00	2.9097810925E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1479293983E+01	0.0000000000E+00	-1.2995400290E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2000000000E+00	1.5644649344E+00	0.0000000000E+00	2.9101523788E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1495024435E+01	0.0000000000E+00	-1.2966300617E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2100000000E+00	1.5474586830E+00	0.0000000000E+00	2.9105165180E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1510583899E+01	0.0000000000E+00	-1.2937197266E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2200000000E+00	1.5306356769E+00	0.0000000000E+00	2.9108736395E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1525974219E+01	0.0000000000E+00	-1.2908090310E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2300000000E+00	1.5139939866E+00	0.0000000000E+00	2.9112238706E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1541197217E+01	0.0000000000E+00	-1.2878979816E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2400000000E+00	1.4975317014E+00	0.0000000000E+00	2.9115673361E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1556254697E+01	0.0000000000E+00	-1.2849865855E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2500000000E+00	1.4812469295E+00	0.0000000000E+00	2.9119041590E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1571148443E+01	0.0000000000E+00	-1.2820748492E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2600000000E+00	1.4651377979E+00	0.0000000000E+00	2.9122344599E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1585880221E+01	0.0000000000E+00	-1.2791627793E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2700000000E+00	1.4492024523E+00	0.0000000000E+00	2.9125583574E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1600451778E+01	0.0000000000E+00	-1.2762503824E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2800000000E+00	1.4334390569E+00	0.0000000000E+00	2.9128759679E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1614864843E+01	0.0000000000E+00	-1.2733376647E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.2900000000E+00	1.4178457940E+00	0.0000000000E+00	2.9131874060E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1629121126E+01	0.0000000000E+00	-1.2704246325E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.3000000000E+00	1.4024208642E+00	0.0000000000E+00	2.9134927842E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1643222320E+01	0.0000000000E+00	-1.2675112919E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.3100000000E+00	1.3871624862E+00	0.0000000000E+00	2.9137922129E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1657170099E+01	0.0000000000E+00	-1.2645976489E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
3.3200000000E+00	1.3720688964E+00	0.0000000000E+00	2.9140858007E+01	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00	4.1670966119E+01	0.0000000000E+00	-1.2616837094E+02	1.0000000000E+00	0.0000000000E+00	0.0000000000E+00	0.0000000000E+00
