         t[s]                   u[ft/s]               v[ft/s]                 w[ft/s]                p[rad/s]             q[rad/s]            r[rad/s]                x[ft]                  y[ft]                  z[ft]                    e0                   ex                      ey                   ez
   0.3207999980077E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.3354999935254E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.3501000464894E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.3647000412457E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.3792000352405E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.3937000292353E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.4082000232302E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.4228000179864E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.4372000112198E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.4518000059761E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.4662999999709E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.5083000287414E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.5256000440568E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.5403000395745E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.5549000343308E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.5695000290871E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.5841000238433E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.5986000178382E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.6131000118330E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.6277000065893E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.6422000005841E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.6648999988101E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.6791999912821E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.6933000404388E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.7075000321493E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.7291000219993E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.7447000243701E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.7695000385866E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.7932000444271E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.8074000361376E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.8216000278480E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.8358000195585E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.8499000105076E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.8641000022180E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.8783999946900E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.8927000453696E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.9068000363186E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.9210000280291E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.9459000430070E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.9799000108615E-03   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1006000034977E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1020400028210E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1034600019921E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1048700010870E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1062900002580E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1077099994291E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1091200043447E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
   0.1105400035158E-02   0.3236255748976E+03   0.1309228502524E+00   0.6454820006317E+02  -0.1337696654915E-01   0.6693239324918E-01   0.6693239324918E-01   0.0000000000000E+00   0.0000000000000E+00  -0.1000000000000E+04   0.9216042953490E+00   0.3817409982748E+00   0.6479902304525E-01  -0.2684063417387E-01
